	id_l	id_r	id_l count	l_org_name	l_city	l_state	l_postal_code	l_domain	l_clean_phone	r_org_name	r_city	r_state	r_postal_code	r_domain	r_clean_phone	jaro_score	fuzz_partial_score	fuzz_sort_score	fuzz_set_score	uniq	state_match	zip_match	domain_match	phone_match	overall_name_score	composite_match_score	is_match
4829253	101696	11610	4	Coalition for Student Opportunity and Success	Mobile	al	36602	NULL		SOUTHEAST/SOUTHWEST AMERICAN SOCIETY OF TRAVEL AGENTS	MOBILE	al	36602	NULL	3344335465	0.345492662	0.18	0.47	0.47	0	1	1	0	0	1.099119497	5.099119497	0
3846582	100539	33166	4	ConferenceDirect- KY	West Hollywood	ca	90069	conferencedirect.com	3236483246	ConferenceDirect (WA)	Redmond	wa	98052	conferencedirect.com	4257034740	0.931904762	0.85	0.89	0.91	0.274580488	0	0	1	0	3.098299303	5.098299303	0
4008750	100539	35663	4	ConferenceDirect- KY	West Hollywood	ca	90069	conferencedirect.com	3236483246	CONFERENCEDIRECT - NAPA	Napa	ca	94558	conferencedirect.com	8058011868	0.374637681	0.2	0.85	0.91	0.229382197	1	0	1	0	2.095051557	5.095051557	0
1469240	101170	7349	3	AMS Group	Alexandria	va	22314	NULL		MASTER PRINTERS OF AMERICA	ALEXANDRIA	va	22314	NULL	7035198135	0.449430199	0.33	0.34	0.34	0	1	1	0	0	1.09457265	5.09457265	0
2975878	102752	8772	3	Louis Dreyfus Corporation PAC	Washington	dc	20001	NULL		NATIONAL DRUG ENFORCEMENT OFFICERS ASSOCIATION	Washington	dc	20001	NULL	7323294000	0.358258371	0.24	0.43	0.43	0	1	1	0	0	1.093693778	5.093693778	0
2917796	101549	51674	3	"Leidos Holdings, Inc."	Washington	dc	20001	NULL		Economic Innovation Group	Washington	dc	20001-5813	NULL		0.448042328	0.29	0.36	0.36	0	1	1	0	0	1.093531746	5.093531746	0
2975854	101354	8772	3	Assured Guaranty Municipal Corporation (a client of Roberti Global LLC)	Washington	dc	20001	NULL		NATIONAL DRUG ENFORCEMENT OFFICERS ASSOCIATION	Washington	dc	20001	NULL	7323294000	0.386078792	0.17	0.45	0.45	0	1	1	0	0	1.092059094	5.092059094	0
1760701	101501	3684	3	Coalition for Epidemic Preparedness Innovations (CEPI)	washington	dc	20006	NULL		CHEMICAL SPECIALITIES MANUFACTURERS ASSOCIATION	WASHINGTON	dc	20006	NULL	2028728110	0.365983714	0.17	0.46	0.46	0	1	1	0	0	1.091987786	5.091987786	0
4253942	102893	22146	4	Stilo USA	SCOTTSDALE	az	85250	NULL		MS. KIM FORBES	SCOTTSDALE	az	85250-6214	NULL		0.515873016	0.22	0.36	0.36	0	1	1	0	0	1.091904762	5.091904762	0
4009739	100539	45937	4	ConferenceDirect- KY	West Hollywood	ca	90069	conferencedirect.com	3236483246	ConferenceDirect (MN)	Champlin	mn	55316	conferencedirect.com	6128043948	0.931904762	0.85	0.89	0.91	0.270073452	0	0	1	0	3.091538749	5.091538749	0
2975864	101607	8772	3	KELSAY STRATEGIES LLC	Washington	dc	20001	NULL		NATIONAL DRUG ENFORCEMENT OFFICERS ASSOCIATION	Washington	dc	20001	NULL	7323294000	0.524568668	0.33	0.3	0.3	0	1	1	0	0	1.090926501	5.090926501	0
1089229	101385	8236	4	Washington Alliance for Healthcare Insurance Trust (WAHIT)	Seattle	wa	98101	NULL		NATIONAL ASSOCIATION FOR NATIVE AMERICAN CHILDREN OF ALCOHOLICS INC	SEATTLE	wa	98101-2118	NULL	2064677686	0.364397226	0.19	0.42	0.44	0.017093779	1	1	0	0	1.086438588	5.086438588	0
3493482	10278	49735	4	National Association of Marine Laboratories	McLean	va	22101	naml.org	7037901745	BURK AND ASSOCIATES INC	McLean	va	22101	burkinc.com	7037901745	0.377890125	0.17	0.45	0.45	0	1	1	0	1	1.085917594	5.085917594	0
2615121	102752	10599	3	Louis Dreyfus Corporation PAC	Washington	dc	20001	NULL		RAILROAD PERSONNEL ASSOCIATION	WASHINGTON	dc	20001	NULL	2026392151	0.357854406	0.21	0.44	0.44	0	1	1	0	0	1.085890805	5.085890805	0
1627752	101207	1701	3	"Castro & Co., LLC"	Washington	dc	20006	NULL		AMERICAN SOCIETY OF INTERNAL MEDICINE	WASHINGTON	dc	20006-1808	NULL	2028352746	0.486032251	0.24	0.36	0.36	0	1	1	0	0	1.084524188	5.084524188	0
1192341	101214	14075	3	Health Care Alliance for Patient Safety	Alexandria	va	22314	NULL		WORLD CONFEDERATION FOR PHYSICAL THERAPY	ALEXANDRIA	va	22314	NULL	7036842782	0.385042735	0.18	0.41	0.41	0.030129347	1	1	0	0	1.083976071	5.083976071	0
773033	101386	6052	3	LPC Conservation LLC (a client of Watershed Results LLC)	Washington	dc	20005	NULL		INTERNATIONAL ASSOCIATION OF ENVIRONMENTAL TESTING LABORATORIES	WASHINGTON	dc	20005-3960	NULL	2024344547	0.345767196	0.14	0.44	0.5	0.009585923	1	1	0	0	1.083704282	5.083704282	0
2615095	101266	10599	3	Compounding Quality Coalition	Washington	dc	20001	NULL		RAILROAD PERSONNEL ASSOCIATION	WASHINGTON	dc	20001	NULL	2026392151	0.401149425	0.1	0.47	0.47	0	1	1	0	0	1.080862069	5.080862069	0
4010022	100539	47379	4	ConferenceDirect- KY	West Hollywood	ca	90069	conferencedirect.com	3236483246	ConferenceDirect - Western Canada	Vancouver	bc	V6Z 3E3	conferencedirect.com	7783704322	0.877979798	0.9	0.68	0.91	0.368948088	0	0	1	0	3.079406981	5.079406981	0
2620055	101335	11708	3	"Strategic Policy Counsel, PLLC"	Washington	dc	20001	NULL		STATE & TERRITORIAL AIR POLLUTION PROGRAM ADMINISTRATORS	WASHINGTON	dc	20001	NULL	2026247864	0.428174603	0.23	0.39	0.39	0	1	1	0	0	1.078630952	5.078630952	0
2814553	101572	4167	3	Ferox Strategies (on behalf of Decision Sciences)	Washington	dc	20001	NULL		COUNCIL OF GOVERNORS POLICY ADVISORS	WASHINGTON	dc	20001-1572	NULL	2026245386	0.378495843	0.17	0.41	0.46	0.009644004	1	1	0	0	1.078337888	5.078337888	0
1760702	101603	3684	3	The Ferguson Group (on behalf of the National Association of Towns & Townships)	Washington	dc	20006	NULL		CHEMICAL SPECIALITIES MANUFACTURERS ASSOCIATION	WASHINGTON	dc	20006	NULL	2028728110	0.324026693	0.15	0.46	0.49	0.006464254	1	1	0	0	1.077716401	5.077716401	0
1945829	101501	9235	3	Coalition for Epidemic Preparedness Innovations (CEPI)	washington	dc	20006	NULL		NATIONAL SECURITY INDUSTRIAL ASSOCIATION	WASHINGTON	dc	20006	NULL	2027210220	0.366049383	0.15	0.46	0.46	0	1	1	0	0	1.077037037	5.077037037	0
2891257	102722	50300	3	Brain Adkins	Washington	dc	20001	NULL		Association to Invest In the USA (IIUSA)	Washington	dc	20001	NULL		0.455555556	0.42	0.28	0.28	0	1	1	0	0	1.076666667	5.076666667	0
2170719	101558	271	5	"Iowa Interstate Railroad, LTD"	Cedar Rapids	ia	52404	NULL		235 FIELD ARTILLERY OBSERVATION BATTALION	CEDAR RAPIDS	ia	52404	NULL	3193631520	0.365328007	0.21	0.43	0.43	0	1	1	0	0	1.076496005	5.076496005	0
1945842	102792	9235	3	Glencore International AG (A client of Wiley Rein LLP)	Washington	dc	20006	NULL		NATIONAL SECURITY INDUSTRIAL ASSOCIATION	WASHINGTON	dc	20006	NULL	2027210220	0.324382716	0.15	0.48	0.48	0	1	1	0	0	1.075787037	5.075787037	0
1469243	101476	7349	3	PASS LLC	Alexandria	va	22314	NULL		MASTER PRINTERS OF AMERICA	ALEXANDRIA	va	22314	NULL	7035198135	0.472435897	0.38	0.29	0.29	0	1	1	0	0	1.074326923	5.074326923	0
2975871	101767	8772	3	"St. Lucie County, FL (a Client of Van Scoyoc Associates)"	Washington	dc	20001	NULL		NATIONAL DRUG ENFORCEMENT OFFICERS ASSOCIATION	Washington	dc	20001	NULL	7323294000	0.331987578	0.2	0.45	0.45	0	1	1	0	0	1.073990683	5.073990683	0
3945635	101667	3855	3	Mel Trotter Ministries	Grand Rapids	mi	49503	NULL		CLINICAL PRACTICE MODEL	GRAND RAPIDS	mi	49504-4743	NULL	6167762017	0.451910408	0.18	0.4	0.4	0	1	1	0	0	1.073932806	5.073932806	0
2814570	102623	4167	3	S.H.I.P Coalition( a client of Invariant)	Washington	dc	20001	NULL		COUNCIL OF GOVERNORS POLICY ADVISORS	WASHINGTON	dc	20001-1572	NULL	2026245386	0.378726287	0.17	0.43	0.43	0.010412852	1	1	0	0	1.072163993	5.072163993	0
3912206	101848	9900	5	Four Sevens Operating Company	Fort Worth	tx	76102	NULL		OPSXCHANGE USER GROUP	FORT WORTH	tx	76102	NULL	8178780307	0.359469075	0.19	0.44	0.44	0	1	1	0	0	1.072101806	5.072101806	0
4923598	102559	2148	4	"Signal Point Systems, Inc."	Kennesaw	ga	30144	NULL		AQUARIUS INTERNATIONAL INC	KENNESAW	ga	30144	NULL	7707955137	0.352564103	0.16	0.44	0.44	0.017940363	1	1	0	0	1.071333621	5.071333621	0
2944417	101646	8066	3	Michael Torry Associates	Washington	dc	20001	NULL		NATIONAL ASSOCIATION OF COUNTY SUPERVISORS	Washington	dc	20001	NULL	2023936226	0.337301587	0.13	0.48	0.48	0	1	1	0	0	1.07047619	5.07047619	0
2814548	101362	4167	3	"UP For Growth, INC."	Washington	dc	20001	NULL		COUNCIL OF GOVERNORS POLICY ADVISORS	WASHINGTON	dc	20001-1572	NULL	2026245386	0.426413255	0.32	0.34	0.34	0	1	1	0	0	1.069809942	5.069809942	0
2814573	102752	4167	3	Louis Dreyfus Corporation PAC	Washington	dc	20001	NULL		COUNCIL OF GOVERNORS POLICY ADVISORS	WASHINGTON	dc	20001-1572	NULL	2026245386	0.416028097	0.21	0.4	0.4	0	1	1	0	0	1.069521073	5.069521073	0
2620059	101524	11708	3	Breaking Down Barriers to Payment/Delivery System Reform Alliance	Washington	dc	20001	NULL		STATE & TERRITORIAL AIR POLLUTION PROGRAM ADMINISTRATORS	WASHINGTON	dc	20001	NULL	2026247864	0.364310689	0.16	0.45	0.45	0	1	1	0	0	1.068233017	5.068233017	0
3199084	100195	39326	7	Arkansas Association of Criminal Defense Lawyers	Little Rock	ar	72203	aacdl.org	5014128992	Arkansas Trial Lawyers Association	Little Rock	ar	72203-3486	arktla.org	8004422852	0.829352603	0.59	0.71	0.9	0.530249773	1	1	0	0	3.067389112	5.067389112	0
2395871	100601	15521	15	KY Division of Family Resources and Youth Services	Frankfort	ky	40621	chfs.ky.gov	5025644986	KENTUCKY DEPT OF PUBLIC HEALTH	Frankfort	ky	40621	chfs.ky.gov	5025645497	0.433888889	0.23	0.35	0.38	0.014580072	1	1	1	0	1.067286774	5.067286774	0
4562630	100868	48827	4	SmithBucklin & Associates - DC	Washington	dc	20036	smithbucklin.com		SmithBucklin Corporation - Chicago Office	Chicago	il	60611	smithbucklin.com	3126446610	0.843739837	0.67	0.62	0.63	0.661324542	0	0	1	0	3.064791691	5.064791691	0
2917803	101643	51674	3	Scully Roskey and Missmar on behalf of Encompass Health	Washington	dc	20001	NULL		Economic Innovation Group	Washington	dc	20001-5813	NULL		0.539469697	0.32	0.28	0.28	0	1	1	0	0	1.064602273	5.064602273	0
2620075	102575	11708	3	Trestle Energy (a client of Van Heuvelen Strategies)	Washington	dc	20001	NULL		STATE & TERRITORIAL AIR POLLUTION PROGRAM ADMINISTRATORS	WASHINGTON	dc	20001	NULL	2026247864	0.407560033	0.17	0.42	0.42	0	1	1	0	0	1.063170024	5.063170024	0
3269662	101550	39246	7	Cranberry Research Coalition	"Wisconsin Rapids,"	wi	54495	NULL		Wisconsin State Cranberry Growers Association	Wisconsin Rapids	wi	54495	iscran.org	7154232070	0.644047619	0.64	0.6	0.6	0.799832846	1	1	0	0	3.062784984	5.062784984	0
4208428	100613	46680	4	Meeting Perfect	Novato	ca	94949	meetingperfect.com	4158833301	Society for the Neurobiology of Language	Novato	ca	94949	neurolang.org	4158833301	0.505555556	0.33	0.29	0.29	0	1	1	0	1	1.061666667	5.061666667	0
4208432	100876	46681	4	Society for the Neurobiology of Language	Novato	ca	94949	neurolang.org	4158833301	Meeting Perfect	Novato	ca	94949	meetingperfect.com	4158833301	0.505555556	0.33	0.29	0.29	0	1	1	0	1	1.061666667	5.061666667	0
2975870	101764	8772	3	"Del Norte County, CA ( a client of Van Scoyoc Associates )"	Washington	dc	20001	NULL		NATIONAL DRUG ENFORCEMENT OFFICERS ASSOCIATION	Washington	dc	20001	NULL	7323294000	0.324746718	0.17	0.46	0.46	0	1	1	0	0	1.061060038	5.061060038	0
773039	101544	6052	3	Physicians Advocacy Institute ( a client of Capitol Counsel LLC )	Washington	dc	20005	NULL		INTERNATIONAL ASSOCIATION OF ENVIRONMENTAL TESTING LABORATORIES	WASHINGTON	dc	20005-3960	NULL	2024344547	0.370858771	0.13	0.44	0.44	0.016839585	1	1	0	0	1.060903455	5.060903455	0
4949456	102788	9665	4	HECM Working Group (informal coalition)	Birmingham	al	35203	NULL		NORTH AMERICAN ISDN USERS FORUM	BIRMINGHAM	al	35203	NULL	2059775538	0.404397574	0.19	0.41	0.41	0	1	1	0	0	1.06079818	5.06079818	0
773040	101547	6052	3	"Beacon Capital Partners, LLC ( a client of Capitol Counsel )"	Washington	dc	20005	NULL		INTERNATIONAL ASSOCIATION OF ENVIRONMENTAL TESTING LABORATORIES	WASHINGTON	dc	20005-3960	NULL	2024344547	0.336772487	0.12	0.46	0.47	0.013718362	1	1	0	0	1.060656909	5.060656909	0
2107774	100044	6913	5	"Johns Hopkins University, Whiting School of Engineering"	Baltimore	md	21218-2608	engineering.jhu.edu	4105164050	Johns Hopkins School of Medicine	Baltimore	md	21205-2196	hopkinsmedicine.org	4109553182	0.845325235	0.56	0.53	0.84	0.652564587	1	1	0	0	3.060340807	5.060340807	0
3869891	100995	13147	6	USA Synchro	Colorado Springs	co	80909	teamusa.org	7198662219	United States Olympic Committee	Colorado Springs	co	80909	teamusa.org	7196325551	0.573104315	0.36	0.24	0.24	0	1	1	1	0	1.059828236	5.059828236	0
773046	101833	6052	3	"Dillon Aero, Gen Dynamics, Orbital ATK, OH Ord (a client of Mark Barnes & Associates)"	Washington	dc	20005	NULL		INTERNATIONAL ASSOCIATION OF ENVIRONMENTAL TESTING LABORATORIES	WASHINGTON	dc	20005-3960	NULL	2024344547	0.360410831	0.19	0.41	0.44	0.006214469	1	1	0	0	1.059629827	5.059629827	0
3928898	101695	7049	3	EWSA	Washington	dc	20009	NULL		LABOR PARTY ADVOCATES	WASHINGTON	dc	20009	NULL	2022345190	0.432539683	0.5	0.24	0.24	0	1	1	0	0	1.059404762	5.059404762	0
1945840	102640	9235	3	Wiley Rein LLP on behalf of the Association for Unmanned Vehicles Systems Intl.	Washington	dc	20006	NULL		NATIONAL SECURITY INDUSTRIAL ASSOCIATION	WASHINGTON	dc	20006	NULL	2027210220	0.358860759	0.15	0.44	0.44	0.011683449	1	1	0	0	1.059170743	5.059170743	0
4315803	101610	22111	4	American Wagering Inc. DBA William Hill US	Las Vegas	nv	89118	NULL		VICTORIAS DESTINATION SERVICES	LAS VEGAS	nv	89118	NULL		0.371428571	0.2	0.42	0.42	0	1	1	0	0	1.058571429	5.058571429	0
1973465	100036	48090	7	Kellen Company - Chicago	Oakbrook Terrace	il	60181	kellencompany.com	8476862250	The Professional Electrical Apparatus Reconditioning League	Oakbrook Terrace	il	60181	pearl1.org	8476862250	0.520951036	0.29	0.3	0.3	0	1	1	0	1	1.058213277	5.058213277	0
4948170	102926	24124	4	"Chiesi USA, Inc."	Cary	nc	27518	NULL		RESORT DESTINATIONS	CARY	nc	27518	NULL		0.320175439	0.25	0.42	0.42	0	1	1	0	0	1.057631579	5.057631579	0
4849839	101845	14080	3	"Lone Star North American Acquisitions, L.P."	Dallas	tx	75204	NULL		WORLD CONGRESS OF GAY & LESBIAN JEWISH ORGANIZATION	DALLAS	tx	75204	NULL	2149415550	0.399590985	0.21	0.4	0.4	0	1	1	0	0	1.057193239	5.057193239	0
1053606	100008	5286	3	SPIE ( a client of Cogent Strategies LLC )	Washington	dc	20037	NULL		GEORGE WASHINGTON UNIV/OFFICE OF CONTINUEING MEDICAL EDUCATION	WASHINGTON	dc	20037	NULL	2029944285	0.409754224	0.19	0.4	0.4	0.004474974	1	1	0	0	1.056528129	5.056528129	0
4085839	101854	1110	3	YELLOWSTONE STRATEGIES	Washington	dc	20007	NULL		AMERICAN COGENERATION ASSN/COGNRTN & IND PWR COALTN/AMERICAN	WASHINGTON	dc	20007	NULL	2029651134	0.488383838	0.36	0.28	0.28	0	1	1	0	0	1.056287879	5.056287879	0
3489406	10032	11224	3	"WGY & Associates, LLC"	McLean	va	22101-0828	NULL	7037481717	SOCIETY FOR HEALTH & HUMAN VALUES	MCLEAN	va	22101	NULL	7035569222	0.457792208	0.29	0.33	0.33	0	1	1	0	0	1.055844156	5.055844156	0
4728108	101212	6178	3	Zerronox Corporation	Lake Forest	il	60045	NULL		INTERNATIONAL COLLECTIBLE EXPOSITION	LAKE FOREST	il	60045-1821	NULL	8472954400	0.385185185	0.1	0.46	0.46	0	1	1	0	0	1.053888889	5.053888889	0
4213251	100626	23883	4	McGowen Marketing	Reno	nv	89511	mcgowenmarketing.com	7757222811	TWA Retired Pilots Association	Reno	nv	89511	tarpa.com	7757222811	0.454084967	0.35	0.3	0.3	0	1	1	0	1	1.053063725	5.053063725	0
4564050	100868	49709	4	SmithBucklin & Associates - DC	Washington	dc	20036	smithbucklin.com		SmithBucklin Corporation (Chicago)	Chicago	il	60611	smithbucklin.com	3126446610	0.820980392	0.6	0.62	0.63	0.697477218	0	0	1	0	3.049451122	5.049451122	0
2944422	101780	8066	3	Coalition for a Secure and Transparent Internet	Washington	dc	20001	NULL		NATIONAL ASSOCIATION OF COUNTY SUPERVISORS	Washington	dc	20001	NULL	2023936226	0.328562985	0.17	0.45	0.45	0	1	1	0	0	1.048922239	5.048922239	0
1053605	100007	5286	3	The Optical Society ( a client of Cogent Strategies LLC )	Washington	dc	20037	NULL		GEORGE WASHINGTON UNIV/OFFICE OF CONTINUEING MEDICAL EDUCATION	WASHINGTON	dc	20037	NULL	2029944285	0.35691379	0.18	0.42	0.43	0.005733611	1	1	0	0	1.048785759	5.048785759	0
3493813	101616	51667	3	Gwendolyn O'BrienDonaldson	McLean	va	22101	NULL		Shared Services Leadership Coalition	McLean	va	22101	NULL		0.466524217	0.35	0.29	0.29	0	1	1	0	0	1.047393162	5.047393162	0
2917810	102575	51674	3	Trestle Energy (a client of Van Heuvelen Strategies)	Washington	dc	20001	NULL		Economic Innovation Group	Washington	dc	20001-5813	NULL		0.496153846	0.32	0.29	0.29	0	1	1	0	0	1.047115385	5.047115385	0
2975875	102623	8772	3	S.H.I.P Coalition( a client of Invariant)	Washington	dc	20001	NULL		NATIONAL DRUG ENFORCEMENT OFFICERS ASSOCIATION	Washington	dc	20001	NULL	7323294000	0.345730445	0.15	0.45	0.45	0	1	1	0	0	1.046797834	5.046797834	0
2975867	101646	8772	3	Michael Torry Associates	Washington	dc	20001	NULL		NATIONAL DRUG ENFORCEMENT OFFICERS ASSOCIATION	Washington	dc	20001	NULL	7323294000	0.305676329	0.17	0.46	0.46	0	1	1	0	0	1.046757246	5.046757246	0
2944428	102752	8066	3	Louis Dreyfus Corporation PAC	Washington	dc	20001	NULL		NATIONAL ASSOCIATION OF COUNTY SUPERVISORS	Washington	dc	20001	NULL	2023936226	0.405446086	0.21	0.39	0.39	0	1	1	0	0	1.046584565	5.046584565	0
2615114	101767	10599	3	"St. Lucie County, FL (a Client of Van Scoyoc Associates)"	Washington	dc	20001	NULL		RAILROAD PERSONNEL ASSOCIATION	WASHINGTON	dc	20001	NULL	2026392151	0.34484127	0.17	0.44	0.44	0	1	1	0	0	1.046130952	5.046130952	0
768593	10021	5953	5	Intellectual Ventures	Washington	dc	20005	intellectualventures.com	4254672300	Intellectual Property Owners Association	Washington	dc	20005	ipo.org	2025074500	0.865426065	0.71	0.52	0.73	0.617713398	1	1	0	0	3.045639646	5.045639646	0
4734563	101233	352	3	The Pataki-Cahill Group	New York	ny	10019	NULL		411 BRIDAL RESOURCE GROUP	NEW YORK	ny	10019	NULL	2122626666	0.361304348	0.17	0.42	0.42	0.01141228	1	1	0	0	1.04559668	5.04559668	0
4745135	101286	11994	4	"Hogan SRK, Inc.; R&C Motor Corporation; HFP, Ltd."	San Juan Capistrano	ca	92675	NULL		THE REAL-TIME COMPUTER SHOW	SAN JUAN CAPISTRANO	ca	92675	NULL	7144434400	0.453056644	0.26	0.34	0.34	0	1	1	0	0	1.044792483	5.044792483	0
2130482	101308	7534	3	"Windy Hill Solutions, LLC"	NEW ORLEANS	la	70170	NULL		MID-SOUTH BOOKSELLERS ASSOCIATION	NEW ORLEANS	la	70175-0043	NULL	5048970208	0.44975469	0.24	0.35	0.35	0	1	1	0	0	1.042316017	5.042316017	0
773020	10014	6052	3	Independent Storage Group (Informal Coalition)	Washington	dc	20005	NULL		INTERNATIONAL ASSOCIATION OF ENVIRONMENTAL TESTING LABORATORIES	WASHINGTON	dc	20005-3960	NULL	2024344547	0.335058661	0.15	0.45	0.45	0	1	1	0	0	1.038793996	5.038793996	0
2615103	101572	10599	3	Ferox Strategies (on behalf of Decision Sciences)	Washington	dc	20001	NULL		RAILROAD PERSONNEL ASSOCIATION	WASHINGTON	dc	20001	NULL	2026392151	0.404988662	0.1	0.44	0.44	0	1	1	0	0	1.038741497	5.038741497	0
3878488	100995	26962	6	USA Synchro	Colorado Springs	co	80909	teamusa.org	7198662219	United States Modern Pentathlon Association	Colorado Springs	co	80909	teamusa.org	7198663028	0.504480016	0.36	0.26	0.26	0	1	1	1	0	1.038360012	5.038360012	0
1844672	101207	50257	3	"Castro & Co., LLC"	Washington	dc	20006	NULL		Rural Community Assistance Programs	Washington	dc	20006-1568	NULL		0.484407096	0.24	0.33	0.33	0	1	1	0	0	1.038305322	5.038305322	0
3687231	101088	24789	4	U.S. Army Reserve 10th BN ARCD AT	Fort Knox	ky	40121-5107	None	5026261385	BOLD WARRIOR BRIGADE	Ft. Knox	ky	40121	None	5026243828	0.464141414	0.3	0.31	0.31	0	1	1	1	0	1.038106061	5.038106061	0
3957302	102898	13080	4	Johns Manville Corporation Political Action Committee(JMPAC)	Denver	co	80202	NULL		US COMMISSION ON LARGE DAMS/INTERNATIONAL COMMN ON LARGE DAMS	DENVER	co	80202	NULL	3036285430	0.333341613	0.17	0.43	0.45	0	1	1	0	0	1.03750621	5.03750621	0
1119626	100844	31336	14	SC Department of Transportation	Columbia	sc	29201	dot.state.sc.us	8554672368	SC Department of Parks Recreation & Tourism	Columbia	sc	29201	scprt.com	8037341700	0.882306291	0.74	0.64	0.69	0.547194388	1	1	0	0	3.0350213	5.0350213	0
4792630	101859	10013	3	"CBT Nuggets, LLC"	Eugene	or	97401	NULL		PACIFIC COAST NORWEGIAN SINGERS ASSOCIATION	EUGENE	or	97401	NULL	5033442117	0.449289406	0.25	0.34	0.34	0	1	1	0	0	1.034467054	5.034467054	0
3493810	10032	51667	3	"WGY & Associates, LLC"	McLean	va	22101-0828	NULL	7037481717	Shared Services Leadership Coalition	McLean	va	22101	NULL		0.488576239	0.29	0.3	0.3	0	1	1	0	0	1.033932179	5.033932179	0
3854586	101787	8614	3	ERPi	Fairfax	va	22031	NULL		NATIONAL COMPUTER GRAPHICS ASSOCIATION	FAIRFAX	va	22031	NULL	7036989600	0.498538012	0.5	0.19	0.19	0	1	1	0	0	1.033903509	5.033903509	0
1034062	101636	8570	4	SVaca and Associates (on behalf of Leonardo DRS Inc. FKA DRS Technologies Inc.)	Bethesda	md	20814	NULL		NATIONAL CHOLESTORAL & HIGH BLOOD PRESSURE EDUCATION PROG	BETHESDA	md	20814	NULL	3019513260	0.418013917	0.23	0.37	0.36	0	1	1	0	0	1.033510437	5.033510437	0
3492823	101561	4692	3	ENGLER LLC	McLean	va	22101	NULL		EH EVENT & EDUCATION GROUP	MCLEAN	va	22101	NULL	7038675953	0.497435897	0.4	0.24	0.24	0	1	1	0	0	1.033076923	5.033076923	0
1945841	102729	9235	3	Katherin M Dutilh	Washington	dc	20006	NULL		NATIONAL SECURITY INDUSTRIAL ASSOCIATION	WASHINGTON	dc	20006	NULL	2027210220	0.417156863	0.18	0.39	0.39	0	1	1	0	0	1.032867647	5.032867647	0
909099	101636	13479	4	SVaca and Associates (on behalf of Leonardo DRS Inc. FKA DRS Technologies Inc.)	Bethesda	md	20814	NULL		US TRAVEL SYSTEMS INC	BETHESDA	md	20814-3412	NULL	3012519450	0.403054049	0.29	0.29	0.36	0.016275125	1	1	0	0	1.031703223	5.031703223	0
2917813	102722	51674	3	Brain Adkins	Washington	dc	20001	NULL		Economic Innovation Group	Washington	dc	20001-5813	NULL		0.405555556	0.33	0.32	0.32	0	1	1	0	0	1.031666667	5.031666667	0
3627748	100765	40591	8	Oklahoma Historical Society	Oklahoma City	ok	73105	okhistory.org	4055212491	Oklahoma County Medical Society	Oklahoma City	ok	73105	okcountymed.org	4057020500	0.866583554	0.67	0.76	0.76	0.492603826	1	1	0	0	3.031343404	5.031343404	0
4897339	102791	14068	3	"Pay Our Interns, Inc."	Washington DC	dc	20004	NULL		WORLD BUSINESS COUNCIL	WASHINGTON	dc	20004-2660	NULL	2024526200	0.355122655	0.24	0.39	0.39	0	1	1	0	0	1.031341991	5.031341991	0
3980647	102898	7507	4	Johns Manville Corporation Political Action Committee(JMPAC)	Denver	co	80202	NULL		MID-AMERICAN PERIODICAL DISTRIBUTORS ASSOCIATION	DENVER	co	80202	NULL	3034800800	0.325	0.15	0.45	0.45	0	1	1	0	0	1.03125	5.03125	0
2917798	101574	51674	3	Ferox Strategies (on behalf of Perceptics LLC)	Washington	dc	20001	NULL		Economic Innovation Group	Washington	dc	20001-5813	NULL		0.413623188	0.32	0.32	0.32	0	1	1	0	0	1.030217391	5.030217391	0
3584200	100353	37735	5	"IEEE Meetings, Conferences & Events"	New York	ny	10016-5997	ieee.org	2124197900	Vehicular Technology Society	New York	ny	10016-5997	vtsociety.org	2124197900	0.451587302	0.32	0.3	0.3	0	1	1	0	1	1.028690476	5.028690476	0
2603480	100539	33786	4	ConferenceDirect- KY	West Hollywood	ca	90069	conferencedirect.com	3236483246	ConferenceDirect-Denver	Denver	co	80202	conferencedirect.com	3033479769	0.917826087	0.85	0.81	0.91	0.274580488	0	0	1	0	3.027740297	5.027740297	0
2944423	102575	8066	3	Trestle Energy (a client of Van Heuvelen Strategies)	Washington	dc	20001	NULL		NATIONAL ASSOCIATION OF COUNTY SUPERVISORS	Washington	dc	20001	NULL	2023936226	0.386141636	0.14	0.41	0.41	0.011956895	1	1	0	0	1.027541569	5.027541569	0
4903717	102791	8621	3	"Pay Our Interns, Inc."	Washington DC	dc	20004	NULL		NATIONAL CONFERENCE OF ARTISTS	WASHINGTON	dc	20004	NULL	2023933116	0.43968254	0.19	0.37	0.37	0	1	1	0	0	1.027261905	5.027261905	0
2620074	101780	11708	3	Coalition for a Secure and Transparent Internet	Washington	dc	20001	NULL		STATE & TERRITORIAL AIR POLLUTION PROGRAM ADMINISTRATORS	WASHINGTON	dc	20001	NULL	2026247864	0.339623438	0.15	0.44	0.44	0	1	1	0	0	1.027217579	5.027217579	0
4443502	100748	31953	5	Oregon Board of Pharmacy	Portland	or	97232-2162	oregon.gov	9716730001	Oregon Health Authority	Salem	or	97301	oregon.gov	5039472340	0.651012635	0.48	0.43	0.51	0.315893712	1	0	1	0	2.027100044	5.027100044	0
