Source	CompanyID	Cup Org ID	Name	Address Line 1	City	State	Zip Code	Zip Code 5 Numeric	CompanyType	WebSite	MemberType	#ASAEMembers	Industry	Budget	EIN	#Staff
OrgMembers	6377400	28051	National Wooden Pallet and Container Association	"1421 Prince Street, Suite 340"	Alexandria	VA	22314	22314	Trade Association	www.palletcentral.com	Company Member	10	MAF  - Manufacturers	D - $1 million but less than $5 million	530217002	9
OrgMembers	556900	55691	North Carolina Petroleum Marketers Association Inc	7300 Glenwood Ave	Raleigh	NC	27612	27612	Trade Association	www.ncpma.org	Company Member	1	FUE  - Fuel and Energy	C - $500 thousand but less than $1 million	560340977	6
OrgMembers	100008634	#N/A	Volusia Manufacturers Association	3 Blockhouse Ct	Ormond Beach	FL	32174	32174	Trade Association	www.vmaonline.com	Company Member	2	MAF  - Manufacturers	B - $100 thousand but less than $500 thousand	592119052	2
OrgMembers	100081951	#N/A	Nassau County Economic Development Board	76346 William Burgess Blvd	Yulee	FL	32097	32097	Philanthropic/Non-Profit/Charitable/Foundation Org	www.nassauflorida.com	Company Member	3		U - Unknown		3
OrgMembers	100015545	#N/A	Community Associations Institute - Southeastern Virginia Chapter	1300 Diamond Springs Rd. Ste 400	Virginia Beach	VA	23455	23455	Combined Trade & Professional Association	www.sevacai.org	Company Member	2	EDU  - Education	B - $100 thousand but less than $500 thousand	521327718	2
OrgMembers	2807700	#N/A	State Services Organization 	444 North Capitol St NW #237	Washington	DC	20001-1512	20001	Federation of Associations	www.sso.org	Company Member	8	AMC  - Association Management Companies	E - $5 million but less than $10 million	522223432	15
OrgMembers	1459500	#N/A	Greater Lansing Association of REALTORS	4039 Legacy Pkwy	Lansing	MI	48911	48911	Combined Trade & Professional Association	www.lansing-realestate.com	Company Member	8	REA  - Real Estate	D - $1 million but less than $5 million	380957013	8
OrgMembers	12582600	56565	Illinois Association of Fire Protection Districts	1201 S Sixth St	Springfield	IL	62703	62703	Trade Association	www.iafpd.org	Company Member	2	FIR  - Fire Protection	A - Less than $100 thousand	362356303	2
OrgMembers	1344300	57676	Texas Chiropractic Association 	1122 Colorado St #307	Austin	TX	78701-2132	78701	Professional Association	www.chirotexas.com	Company Member	3	MED  - Medical/Medical Specialty	A - Less than $100 thousand	740944023	3
OrgMembers	100054925	#N/A	Association Services Group LLC	251 S.L. White Blvd	Lagrange	GA	30241	30241	AMC (Association Management Company)	www.associationservicesgroup.net	Company Member	8	AMC  - Association Management Companies	D - $1 million but less than $5 million		28
OrgMembers	13166300	53227	National Society of Compliance Professionals	22 Kent Rd	Cornwall Bridge	CT	06754-1624	6754	Professional Association	www.nscp.org	Company Member	6	STD  - Standards	B - $100 thousand but less than $500 thousand	61205471	6
OrgMembers	38900	14072	American Dental Hygienists' Association	444 North Michigan Ave	Chicago	IL	60611	60611	Professional Association	www.adha.org	Company Member	24	DEN  - Dental	E - $5 million but less than $10 million	362372371	24
OrgMembers	947200	20997	American Thoracic Society	25 Broadway 18th Fl	New York	NY	10004-1012	10004	Professional Association	www.thoracic.org	Company Member	92	MED  - Medical/Medical Specialty	F - $10 million but less than $25 million	61548706	92
OrgMembers	6768600	50860	National Association of Educational Procurement Inc	"8840 Stanford Blvd, Suite 2000"	Columbia	MD	21045	21045	Trade Association	www.naepnet.org	Company Member	10	EDU  - Education	D - $1 million but less than $5 million	113161518	8
OrgMembers	438300	58461	Michigan Potato Industry Commission	3515 West Road	East Lansing	MI	48823	48823	Trade Association	www.mipotato.com	Company Member	3		B - $100 thousand but less than $500 thousand	382980097	3
OrgMembers	100079335	#N/A	Northern Virginia Society for Human Resource Managment	PO Box 2474	Springfield	VA	22152	22152	Professional Association		Company Member	1		U - Unknown		1
OrgMembers	2377800	#N/A	Puerto Rico Hotel and Tourism Association	Doral Bank Plaza	San Juan	PR	920	920	Trade Association	www.prhta.org	Company Member	9	HOS  - Hospitality	C - $500 thousand but less than $1 million	660514191	9
OrgMembers	9425100	49807	American Society of Cytopathology	100 W 10th St #605	Wilmington	DE	19801-1555	19801	Professional Association	www.cytopathology.org	Company Member	5	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	42255896	5
OrgMembers	9291700	53961	BICSI	8610 Hidden River Pkwy	Tampa	FL	33637-1000	33637	Professional Association	www.bicsi.org	Company Member	66	COM  - Communications	F - $10 million but less than $25 million	592226593	65
OrgMembers	35707900	61570	Alternative Management 	6725 Via Austi Pkwy #250	Las Vegas	NV	89119	89119	AMC (Association Management Company)	www.alternativemanagement.net	Company Member	5	AMC  - Association Management Companies	D - $1 million but less than $5 million		5
OrgMembers	100080387	87518	LEADERSHIP WOMEN INC	25 Highland Park Village	DALLAS	TX	75205-2789	75205	Philanthropic/Non-Profit/Charitable/Foundation Org	www.leadership-women.org	Company Member	3		U - Unknown		3
OrgMembers	6217400	50328	Editorial Freelancers Association 	"71 West 23rd St, 4th floor"	New York	NY	10010-4102	10010	Professional Association	www.the-efa.org	Company Member	2	COM  - Communications	B - $100 thousand but less than $500 thousand	133082846	4
OrgMembers	6476900	21477	International Public Management Association for Human Resources	1617 Duke St	Alexandria	VA	22314-3406	22314	Professional Association	www.ipma-hr.org	Company Member	8	GOV  - Government	D - $1 million but less than $5 million	362177151	8
OrgMembers	8400300	21214	National Association of Workforce Boards	1133 19th St NW #400	Washington	DC	20036	20036	Trade Association	www.nawb.org	Company Member	4	BUS  - Business	B - $100 thousand but less than $500 thousand	521167468	5
OrgMembers	414900	55487	Maryland Pharmacists Association 	9115 Guliford Rd	Columbia	MD	21046	21046	Professional Association	www.marylandpharmacist.org	Company Member	4	PHR  - Pharmacy/Pharmaceutical	C - $500 thousand but less than $1 million	520543828	3
OrgMembers	14661700	57664	Texas Association for Health Physical Education Recreation and Dance	7910 Cameron Road	Austin	TX	78754	78754	Professional Association	www.tahperd.org	Company Member	5	EDU  - Education	C - $500 thousand but less than $1 million	742615186	5
OrgMembers	15485600	#N/A	Building Owners and Managers Association of Fort Worth	777 Main St #765	Fort Worth	TX	76102-5312	76102	Trade Association	www.bomafortworth.org	Company Member	2	BOM  - Bldg Owners/Maintenance	A - Less than $100 thousand	751187860	1
OrgMembers	100009793	11542	Financial Services Institute Inc	1201 Pennsylvania Ave. NW	Washington	DC	20004	20004	Trade Association	www.financialservices.org	Company Member	25	FIN  - Finance	D - $1 million but less than $5 million	200587793	27
OrgMembers	40109900	13459	American Society of Civil Engineers	1801 Alexander Bell Dr	Reston	VA	20191-4400	20191	Professional Association	www.asce.org	Company Member	111	ENG  - Engineering	H - $50 million but less than $100 million	131635293	270
OrgMembers	515200	37223	National Insulation Association 	12100 Sunset Hills Rd Suite 330	Reston	VA	20190	20190	Trade Association	www.insulation.org	Company Member	8	CNT  - Construction/Contractors	D - $1 million but less than $5 million	231573379	8
OrgMembers	9696100	55098	California Water Environment Association	7677 Oakport St #600	Oakland	CA	94621-1935	94621	Combined Trade & Professional Association	www.cwea.org	Company Member	16	ENV  - Environment	D - $1 million but less than $5 million	952368216	15
OrgMembers	100005078	19715	Archery Trade Association	PO Box 70	New Ulm	MN	56073	56073	Combined Trade & Professional Association	www.archerytrade.org	Company Member	16	SPO  - Sports	B - $100 thousand but less than $500 thousand	366110135	22
OrgMembers	184100	50201	College and University Professional Association for Human Resources	1811 Commons Point Dr	Knoxville	TN	37932-1989	37932	Professional Association	www.cupahr.org	Company Member	24	EDU  - Education	E - $5 million but less than $10 million	590976133	33
OrgMembers	6443900	91387	NTCA - The Rural Broadband Association	4121 Wilson Blvd 10th Flr	Arlington	VA	22203-1801	22203	Trade Association	www.ntca.org	Company Member	60	COM  - Communications	F - $10 million but less than $25 million	520741336	70
OrgMembers	29592100	58289	Indiana Veterinary Medical Association	"1202 E. 38th Street, Suite 200"	Indianapolis	IN	46205	46205	Professional Association	www.avma.org/statevma/invna	Company Member	2	VET  - Veterinary	B - $100 thousand but less than $500 thousand	356032108	2
OrgMembers	100079934	58207	Ohio Association of County Boards Serving People with Developmental Disabilities	73 E Wilson Bridge Rd	Worthington	OH	43085	43085	Trade Association		Company Member	2		U - Unknown		2
OrgMembers	6411700	3910	United Fresh Produce Association	1901 Pennsylvania Ave NW #1100	Washington	DC	20006-3412	20006	Trade Association	www.unitedfresh.com	Company Member	24		D - $1 million but less than $5 million	530159152	23
OrgMembers	908900	26629	Association for Education and Rehabilitation of the Blind and Visually Impaired	1703 N. Beauregard St.	Alexandria	VA	22311-1744	22311	Philanthropic/Non-Profit/Charitable/Foundation Org	www.aerbvi.org	Company Member	5	DIS  - Disabled	C - $500 thousand but less than $1 million	541255600	5
OrgMembers	51234400	62662	International Game Developers Association 	8200 S Quebec St	Centennial	CO	80112	80112	Professional Association	www.igda.org	Company Member	2	OTH  - Other	B - $100 thousand but less than $500 thousand	770411345	2
OrgMembers	420500	61340	Empire State Society of Association Executives Inc	1A Pine West Plaza	Albany	NY	12205	12205	Professional Association	www.essae.org	Company Member	2	SAE  - Society of Assn. Executives	B - $100 thousand but less than $500 thousand	141627816	2
OrgMembers	35274900	23173	Commercial Vehicle Safety Alliance	6303 Ivy Ln #310	Greenbelt	MD	20770	20770	Combined Trade & Professional Association	www.cvsa.org	Company Member	16	SAF  - Safety	D - $1 million but less than $5 million	38-4002963	17
OrgMembers	507200	51067	National Electrical Manufacturers Representatives Association	28 Deer St #302	Portsmouth	NH	3801	3801	Trade Association	www.nemra.org	Company Member	4	ELC  - Electronics/Elec. Distributors	D - $1 million but less than $5 million	237125957	6
OrgMembers	100054245	59794	Association for Corporate Growth Inc New York	"250 Park Ave, 7th flr"	New York	NY	10177	10177	Trade Association	www.acg.org/nyc	Company Member	4	FIN  - Finance	U - Unknown		1
OrgMembers	6822800	25176	APICS	8430 West Bryn Mawr Ave #1000	Chicago	IL	60631	60631	Professional Association	www.apics.org	Company Member	83	OTH  - Other	G - $25 million but less than $50 million	366066976	85
OrgMembers	100080256	#N/A	AFP Greater Houston Chapter	"720 Rusk, Suite 212"	Houston	TX	77002	77002	Philanthropic/Non-Profit/Charitable/Foundation Org	www.afphouston.org	Company Member	1		U - Unknown		2
OrgMembers	14931500	63656	National Certification Commission for Acupuncture and Oriental Medicine	2025 M St NW	Washington	DC	20036	20036	Professional Association	www.nccaom.org	Company Member	17	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	112760706	17
OrgMembers	100049742	71327	Mechanical Contractors Association of Kansas City	"10955 Lowell Avenue, Suite 1050"	Overland Park	KS	66210	66210	Trade Association	www.mcakc.org	Company Member	3	CNT  - Construction/Contractors	D - $1 million but less than $5 million	430968254	4
OrgMembers	6368400	62627	Association Innovation and Management Inc	11190 Sunrise Valley Dr #300	Reston	VA	20191	20191	AMC (Association Management Company)	www.aim-hq.net	Company Member	32	AMC  - Association Management Companies	E - $5 million but less than $10 million	541942014	42
OrgMembers	6706000	#N/A	Inteleos	1401 Rockville Pike	Rockville	MD	20852	20852	Combined Trade & Professional Association	www.inteleos.org	Company Member	80	MED  - Medical/Medical Specialty	E - $5 million but less than $10 million	510184277	75
OrgMembers	40288400	#N/A	Board of Certification for Emergency Nursing	1900 Spring Road	Oak Brook	IL	60523	60523	Professional Association	www.bcencertifications.org	Company Member	9	NUR  - Nursing	D - $1 million but less than $5 million	363473137	8
OrgMembers	491100	21308	National Association of Water Companies	2001 L St NW #850	Washington	DC	20035-4945	20035	Trade Association	www.nawc.org	Company Member	5	UTI  - Utilities	D - $1 million but less than $5 million	251064082	7
OrgMembers	6898900	13852	National Association of Independent Schools	1129 20th St NW #800	Washington	DC	20036-3425	20036	Combined Trade & Professional Association	www.nais.org	Company Member	46	EDU  - Education	F - $10 million but less than $25 million	42104741	57
OrgMembers	479300	50887	National Association of Home Builders	1201 15th St NW	Washington	DC	20005	20005	Trade Association	www.nahb.com	Company Member	100	CNT  - Construction/Contractors	H - $50 million but less than $100 million	880359303	240
OrgMembers	94500	49993	Association of College Unions International	One City Centre	Bloomington	IN	47404-3925	47404	Trade Association	www.acui.org	Company Member	22	EDU  - Education	D - $1 million but less than $5 million	351816510	24
OrgMembers	100039130	61407	"Association Management Group, Inc"	3300 Washtenaw Ave #222	Ann Arbor	MI	48104	48104	AMC (Association Management Company)	www.amg-hq.net	Company Member	13	AMC  - Association Management Companies	U - Unknown		10
OrgMembers	2705300	23149	American Staffing Association 	277 South Washington St #200	Alexandria	VA	22314-3675	22314	Trade Association	www.americanstaffing.net	Company Member	43	EMSA - Employment Services	E - $5 million but less than $10 million	520854084	56
OrgMembers	1485500	20886	Senior Executives Association 	"77 K Street NE, Ste 2600"	Washington	DC	20002	20002	Professional Association	www.seniorexecs.org	Company Member	3	MAN  - Management	B - $100 thousand but less than $500 thousand	521191891	4
OrgMembers	547100	55774	New York State Academy of Family Physicians	260 Osborne Rd	Albany	NY	12211-1822	12211	Professional Association	www.nysafp.org	Company Member	3	MED  - Medical/Medical Specialty	C - $500 thousand but less than $1 million	150524107	5
OrgMembers	29015000	67771	USFN - America's Mortgage Banking Attorneys	625 The City Dr #310	Orange	CA	92868	92868	Trade Association	www.usfn.org	Company Member	4	LEG  - Legal/Law Enforcement	D - $1 million but less than $5 million	330328597	7
OrgMembers	14965700	58515	Nevada Justice Association	406 North Nevada St	Carson City	NV	89703-4107	89703	Professional Association	www.nevadajustice.org	Company Member	5	BAR  - Bar Association	B - $100 thousand but less than $500 thousand	880138768	6
OrgMembers	6415700	41967	Society of Hispanic Professional Engineers	13181 Crossroads Parkway N #450	City of Industry	CA	91746-3497	91746	Professional Association	www.shpe.org	Company Member	16	ENG  - Engineering	A - Less than $100 thousand	237419867	10
OrgMembers	100051798	50413	Fraternity Executives Association	3201 E 56th ST.	Indianapolis	IN	46220	46220	Professional Association	www.fea-inc.org	Company Member	1		U - Unknown	311140222	1
OrgMembers	33200	13467	Association of Chamber of Commerce Executives	1330 Braddock Pl #300	Alexandria	VA	22314	22314	Trade Association	www.acce.org	Company Member	20	COC  - Chamber of Commerce	D - $1 million but less than $5 million	521022025	25
OrgMembers	100022358	53422	International Pharmaceutical Excipients Council of the Americas	3138 N 10th Street	Arlington	VA	22201	22201	Trade Association	www.ipecamericas.org	Company Member	3	PHR  - Pharmacy/Pharmaceutical	U - Unknown	521732704	4
OrgMembers	19193200	21657	National Health Care Anti-Fraud Association	1220 L Street NW	Washington	DC	20005	20005	Combined Trade & Professional Association	www.nhcaa.org	Company Member	13	HEA  - Health Care	D - $1 million but less than $5 million	521473117	12
OrgMembers	2031300	55711	North Dakota Association of Counties	PO Box 877	Bismarck	ND	58502-0877	58502	Trade Association	www.ndaco.org	Company Member	13	GOV  - Government	E - $5 million but less than $10 million	450322896	18
OrgMembers	43846100	43168	International Society for Clinical Densitometry	955 South Main St	Middletown	CT	6457	6457	Professional Association	www.iscd.org	Company Member	6	MED  - Medical/Medical Specialty	A - Less than $100 thousand	161474752	6
OrgMembers	1575800	49401	American Academy of Implant Dentistry	211 East Chicago Ave #750	Chicago	IL	60611-2616	60611	Professional Association	www.aaid.com	Company Member	9	DEN  - Dental	D - $1 million but less than $5 million	416044864	12
OrgMembers	814200	#N/A	Wisconsin Society of Architects	321 South Hamilton St	Madison	WI	53703-3606	53703	Professional Association	www.aiaw.org	Company Member	4	ARC  - Architecture	C - $500 thousand but less than $1 million	390919117	4
OrgMembers	43277100	#N/A	American Subcontractors Association of Arizona	4105 N 20th St # 230	Phoenix	AZ	85016	85016	Trade Association	www.asa-az.org	Company Member	1	CNT  - Construction/Contractors	B - $100 thousand but less than $500 thousand	742353462	1
OrgMembers	100081949	67712	"Chartered Market Technicians, Inc."	25 Broadway	New York	NY	10004	10004	Professional Association	www.cmtassociation.org	Company Member	7	FIN  - Finance	U - Unknown	13-2907878	7
OrgMembers	100035753	60649	Illinois Music Educators Association	7270 West College Drive	Palos Heights	IL	60463	60463	Professional Association	www.ilmea.org	Company Member	3	EDU  - Education	D - $1 million but less than $5 million	366213052	5
OrgMembers	30800	3718	American Bakers Association 	601 Pennsylvania Ave NW	Washington	DC	20004	20004	Trade Association	www.americanbakers.org	Company Member	9	FOO - Food	D - $1 million but less than $5 million	360723070	12
"IndividualMember, Not OrgMember"	100012118	#N/A	Little Company of Mary Hospital Foundation	6610 North Clark St	Chicago	IL	60626-4062	60626	Philanthropic/Non-Profit/Charitable/Foundation Org	www.lcmh.org	Non Member - Company Prospect	1	CHA  - Charities	B - $100 thousand but less than $500 thousand	611607050	3
"IndividualMember, Not OrgMember"	14346300	#N/A	S D Associates 	PO Box 65	Vail	AZ	85641-0065	85641	AMC (Association Management Company)		Non Member - Company Prospect	1	AMC  - Association Management Companies	U - Unknown		0
"IndividualMember, Not OrgMember"	6707800	51145	National Minority Supplier Development Council	1359 Broadway	New York	NY	10018	10018	Trade Association	www.nmsdc.org	Non Member - Company Prospect	1	MIN  - Minorities	E - $5 million but less than $10 million	237348220	21
"IndividualMember, Not OrgMember"	1687700	58192	Iowa State Education Association	777 3rd St	Des Moines	IA	50309-1301	50309	Professional Association	www.isea.org	Non Member - Company Prospect	1	EDU  - Education	A - Less than $100 thousand	420335775	96
"IndividualMember, Not OrgMember"	6411000	#N/A	Placer County Association of Realtors	270 Technology Way Ste 100	Rocklin	CA	95765	95765	Combined Trade & Professional Association	www.pcaor.com	Non Member - Company Prospect	1	REA  - Real Estate	D - $1 million but less than $5 million	941518604	8
"IndividualMember, Not OrgMember"	100044292	#N/A	Cancer Support Community	1050 17th St #500	Washington	DC	20036	20036	Philanthropic/Non-Profit/Charitable/Foundation Org	www.cancersupportcommunity.org	Non Member - Company Prospect	1		U - Unknown		31
"IndividualMember, Not OrgMember"	6656100	64220	Mechanical Contractors Association of Georgia Inc	4500 Hugh Howell Rd #250	Tucker	GA	30084-4708	30084	Trade Association	www.mcageorgia.org	Non Member - Company Prospect	1	CNT  - Construction/Contractors	B - $100 thousand but less than $500 thousand	580567878	3
"IndividualMember, Not OrgMember"	2792300	57704	Texas Optometric Association 	3011 North Lamar Blvd	Austin	TX	78705	78705	Professional Association	www.texas.aoa.org	Non Member - Company Prospect	2	MED  - Medical/Medical Specialty	A - Less than $100 thousand	741138105	4
"IndividualMember, Not OrgMember"	100081228	55872	Oregon Academy of Family Physicians	1717 NE 42nd Ave	Portland	OR	97213	97213	Professional Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	103400	#N/A	Associated General Contractors - Maryland	1301 York Rd #202	Lutherville Timonium	MD	21093-6005	21093	Trade Association	www.marylandagc.org	Non Member - Company Prospect	1	CNT  - Construction/Contractors	B - $100 thousand but less than $500 thousand	520572224	2
"IndividualMember, Not OrgMember"	100068563	8266	CRE Finance Council	28 West 44th Street	New York	NY	10036	10036	Trade Association	www.crefc.org	Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	727600	50729	MHI	8720 Red Oak Blvd #201	Charlotte	NC	28217-3990	28217	Trade Association	www.mhia.org	Non Member - Company Prospect	2	MAF  - Manufacturers	F - $10 million but less than $25 million	561596147	28
"IndividualMember, Not OrgMember"	100005711	10176	National Association for Information Destruction	1951 West Camelback Rd # 350	Phoenix	AZ	85015	85015	Professional Association	www.naidonline.org	Non Member - Company Prospect	1		B - $100 thousand but less than $500 thousand	860793925	8
"IndividualMember, Not OrgMember"	100040511	#N/A	Society of St Vincent de Paul	58 Progress Pkwy	Maryland Heights	MO	63043	63043	Professional Association		Non Member - Company Prospect	1		U - Unknown	900598745	0
"IndividualMember, Not OrgMember"	100079814	#N/A	AIA Detroit	440 Burroughs Street	Detroit	MI	48202	48202	Combined Trade & Professional Association	www.aiadetroit.com	Non Member - Company Prospect	2	ARC  - Architecture	U - Unknown	38-6083853	2
"IndividualMember, Not OrgMember"	23288600	#N/A	Worcester County Bar Association 	370 Main St #975	Worcester	MA	01608-2413	1608	Professional Association	www.worcestercountybar.org	Non Member - Company Prospect	1	BAR  - Bar Association	A - Less than $100 thousand	43009711	3
"IndividualMember, Not OrgMember"	100079263	#N/A	"Insurance Agents & Brokers Service Group, Inc."	5050 Ritter Road	Mechanicsburg	PA	17055	17055	Professional Association		Non Member - Company Prospect	1		D - $1 million but less than $5 million		39
"IndividualMember, Not OrgMember"	100068464	#N/A	CGFNS International	"3600 Market Street, suite 400"	Philadelphia	PA	19104	19104	Combined Trade & Professional Association	www.cgfns.org	Non Member - Company Prospect	1	HEA  - Health Care	F - $10 million but less than $25 million		137
"IndividualMember, Not OrgMember"	26948500	15888	America's Charities 	14150 Newbrook Dr #110	Chantilly	VA	20151-2223	20151	Philanthropic/Non-Profit/Charitable/Foundation Org	www.charities.org	Non Member - Company Prospect	1	CHA  - Charities	F - $10 million but less than $25 million	541517707	32
"IndividualMember, Not OrgMember"	6885100	84309	Alpha Gamma Delta 	8710 N  Meridian St	Indianapolis	IN	46260	46260	Professional Association	www.alphagammadelta.org	Non Member - Company Prospect	1	Membership	E - $5 million but less than $10 million	221550561	45
"IndividualMember, Not OrgMember"	100078945	61904	Pennsylvania Bar Association	100 South Street	Harrisburg	PA	17101	17101	Professional Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	6826300	49564	American College of Psychiatrists	111 East Wacker Drive	Chicago	IL	60601	60601	Professional Association	www.acpsych.org	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	526075346	5
"IndividualMember, Not OrgMember"	46316000	59256	Eastern Winter Sports Representatives Association	5142 State St	White Haven	PA	18661	18661	Professional Association		Non Member - Company Prospect	1	SPO  - Sports	B - $100 thousand but less than $500 thousand	146083899	5
"IndividualMember, Not OrgMember"	446600	55565	Minnesota Automobile Dealers Association	200 Lothenbach Ave	Saint Paul	MN	55118-3505	55118	Trade Association	www.mada.org	Non Member - Company Prospect	1	MOT  - Motor Vehicles	D - $1 million but less than $5 million	410416650	22
"IndividualMember, Not OrgMember"	6165700	90981	neighborworks America	1684 Brownswood Road	Johns Island	SC	29455	29455	Philanthropic/Non-Profit/Charitable/Foundation Org	www.nw.org	Non Member - Company Prospect	1	HOU  - Housing	F - $10 million but less than $25 million	364194807	255
"IndividualMember, Not OrgMember"	100056072	#N/A	Southeastern Michigan Chapter NECA	2735 Bellingham	Troy	MI	48083	48083	Professional Association		Non Member - Company Prospect	1		U - Unknown	386095109	6
"IndividualMember, Not OrgMember"	100079504	#N/A	"JDRF, Western PA Chapter"	207 Hainsworth Court	Mars	PA	16046	16046	Professional Association	www.jdrf.org	Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	43758400	#N/A	West Virginia University Health Sciences Center	PO Box 9114	Morgantown	WV	26506-9114	26506	Trade Association		Non Member - Company Prospect	1	HEA  - Health Care	A - Less than $100 thousand		0
"IndividualMember, Not OrgMember"	100080476	56026	Tennessee Nurses Association	545 Mainstream Drive	Nashville	TN	37228	37228	Trade Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	942000	49810	American Society for Enology and Viticulture	PO Box 1855	Davis	CA	95617-1855	95617	Professional Association		Non Member - Company Prospect	1	OTH  - Other	B - $100 thousand but less than $500 thousand	946089508	6
"IndividualMember, Not OrgMember"	493900	20836	National Business Aviation Association	1200 G Street NW	Washington	DC	20005	20005	Trade Association	www.nbaa.org	Non Member - Company Prospect	10	AER  - Aeronautics	G - $25 million but less than $50 million	521633654	70
"IndividualMember, Not OrgMember"	865100	50971	National Association of Steel Pipe Distributors Inc	1501 East Mockingbird Ln #307	Victoria	TX	77904-2153	77904	Trade Association	www.naspd.com	Non Member - Company Prospect	1	DST  - Distributors/Wholesalers	B - $100 thousand but less than $500 thousand	237405382	4
"IndividualMember, Not OrgMember"	10416600	#N/A	Genesee County Medical Society	4438 Oak Bridge Dr #B	Flint	MI	48532	48532	Professional Association	www.gcms.org	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	B - $100 thousand but less than $500 thousand	381347755	3
"IndividualMember, Not OrgMember"	100058886	#N/A	ReFrame Association	113 Heritage Place Drive	Jonesborough	TN	37659	37659	Professional Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	30189700	59070	Louisiana Academy of Family Physicians	919 Tara Blvd	Baton Rouge	LA	70806-7820	70806	Professional Association	www.lafp.org	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	B - $100 thousand but less than $500 thousand	720474962	4
"IndividualMember, Not OrgMember"	100042597	100890	Sterling Strategic Management	906 Glenneyre St	Laguna Beach	CA	92651	92651	AMC (Association Management Company)	www.sterlingman.com	Non Member - Company Prospect	1	AMC  - Association Management Companies	U - Unknown		0
"IndividualMember, Not OrgMember"	100057977	#N/A	New Leaders Council	1200 New Hampshire Ave. NW	Washington	DC	20036	20036	Philanthropic/Non-Profit/Charitable/Foundation Org		Non Member - Company Prospect	1		U - Unknown	562581640	4
"IndividualMember, Not OrgMember"	8048200	22456	National Oilseed Processors Association	1300 L St NW #1020	Washington	DC	20005-4168	20005	Trade Association	www.nopa.org	Non Member - Company Prospect	1	AGR  - Agriculture	D - $1 million but less than $5 million	362017680	5
"IndividualMember, Not OrgMember"	100013458	52786	National Academy of Neuropsychology	7555 East Hampden Ave #525	Denver	CO	80231	80231	Professional Association	www.nanonline.org	Non Member - Company Prospect	2	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	382998898	3
"IndividualMember, Not OrgMember"	1331200	56353	South Carolina Nurses Association	"1301 Gervais Street, Suite 802"	Columbia	SC	29201	29201	Professional Association		Non Member - Company Prospect	1	NUR  - Nursing	B - $100 thousand but less than $500 thousand	572491330	2
"IndividualMember, Not OrgMember"	100014104	#N/A	Phoenix AMC	16510 East Baltic Pl	Aurora	CO	80013	80013	AMC (Association Management Company)	www.phoenix-amc.com	Non Member - Company Prospect	1	AMC  - Association Management Companies	U - Unknown		0
"IndividualMember, Not OrgMember"	36888900	64078	American Water Works Association California Nevada Section	10435 Ashford St	Rancho Cucamonga	CA	91730	91730	Combined Trade & Professional Association	www.ca-nv-awwa.org	Non Member - Company Prospect	2	PUB  - Public Service	D - $1 million but less than $5 million	946114828	6
"IndividualMember, Not OrgMember"	100043839	#N/A	Greater new Orleans Hotel and Lodging Association	2020 St Charles Ave 5th Fl	New Orleans	LA	70130	70130	Trade Association	www.gnohla.com	Non Member - Company Prospect	1	HOS  - Hospitality	U - Unknown	720628962	6
"IndividualMember, Not OrgMember"	774900	#N/A	Associated General Contractors - Western Kentucky Chapter	2201 McCracken Blvd	Paducah	KY	42001	42001	Trade Association	www.wkca.org	Non Member - Company Prospect	1	CNT  - Construction/Contractors	C - $500 thousand but less than $1 million	610481966	4
"IndividualMember, Not OrgMember"	100004728	51536	Society of Economic Geologists	7811 Shaffer Pkwy	Littleton	CO	80127	80127	Professional Association	www.segweb.org	Non Member - Company Prospect	1	MET  - Metals/Mining	D - $1 million but less than $5 million	841576304	8
"IndividualMember, Not OrgMember"	371500	55384	Iowa Motor Truck Association 	717 East Court Ave	Des Moines	IA	50309-4901	50309	Trade Association		Non Member - Company Prospect	1	TRA  - Transportation	C - $500 thousand but less than $1 million	420333061	8
"IndividualMember, Not OrgMember"	42300	49630	American Gear Manufacturers Association	1001 N Fairfax Street Suite 500	Alexandria	VA	22314-1560	22314	Trade Association	www.agma.org	Non Member - Company Prospect	2	MAF  - Manufacturers	D - $1 million but less than $5 million	530218918	12
"IndividualMember, Not OrgMember"	6897600	#N/A	Sheet Metal and Air Conditioning Contractors National Association of Arizona	515 E Carefree Hwy #350	Phoenix	AZ	85085	85085	Trade Association	www.smacna-az.org	Non Member - Company Prospect	1	CNT  - Construction/Contractors	B - $100 thousand but less than $500 thousand		1
"IndividualMember, Not OrgMember"	100058650	22717	SIFMA	"1101 New York Avenue, NW"	Washington	DC	20004	20004	Trade Association	www.sifma.org	Non Member - Company Prospect	1		U - Unknown		0
